Timestamp,CPU_Usage,Activity_Status
2023-07-03 21:30:00,32.31010713107283,Light Usage
2023-07-03 21:45:00,32.89883412284935,Light Usage
2023-07-03 22:00:00,25.127419469066048,Light Usage
2023-07-03 22:15:00,14.816095903386067,Light Usage
2023-07-03 22:30:00,20.72716446732164,Light Usage
2023-07-03 22:45:00,19.327303669555064,Light Usage
2023-07-03 23:00:00,6.410883889119405,Idle
2023-07-03 23:15:00,6.227887042277509,Idle
2023-07-03 23:30:00,5.10947059700926,Idle
2023-07-03 23:45:00,5.615876784720825,Idle
2023-07-04 00:00:00,5.92893784644555,Idle
2023-07-04 00:15:00,2.973897644973323,Idle
2023-07-04 00:30:00,4.126402459178633,Idle
2023-07-04 00:45:00,7.30008847376123,Idle
2023-07-04 01:00:00,4.490232924132224,Idle
2023-07-04 01:15:00,9.15913506323356,Idle
2023-07-04 01:30:00,4.2413285289973555,Idle
2023-07-04 01:45:00,6.048513069110996,Idle
2023-07-04 02:00:00,6.433505810893695,Idle
2023-07-04 02:15:00,6.595179667012278,Idle
2023-07-04 02:30:00,2.320734513518885,Idle
2023-07-04 02:45:00,5.7444109901540426,Idle
2023-07-04 03:00:00,6.622378095466005,Idle
2023-07-04 03:15:00,4.253143835060287,Idle
2023-07-04 03:30:00,7.869353376055624,Idle
2023-07-04 03:45:00,4.798739373101311,Idle
2023-07-04 04:00:00,4.603677662983644,Idle
2023-07-04 04:15:00,8.766298503906125,Idle
2023-07-04 04:30:00,4.749781806325314,Idle
2023-07-04 04:45:00,2.6449201476627575,Idle
2023-07-04 05:00:00,7.6062539470924495,Idle
2023-07-04 05:15:00,5.550938656497829,Idle
2023-07-04 05:30:00,4.987825976437624,Idle
2023-07-04 05:45:00,7.5379287173125284,Idle
2023-07-04 06:00:00,2.616274789571946,Idle
2023-07-04 06:15:00,5.8002258522703025,Idle
2023-07-04 06:30:00,4.432719908008205,Idle
2023-07-04 06:45:00,6.942079894047226,Idle
2023-07-04 07:00:00,4.151407467430413,Idle
2023-07-04 07:15:00,2.307117135195007,Idle
2023-07-04 07:30:00,3.6149560216308787,Idle
2023-07-04 07:45:00,6.005774102326378,Idle
2023-07-04 08:00:00,19.061040437244337,Light Usage
2023-07-04 08:15:00,18.74100955265276,Light Usage
2023-07-04 08:30:00,19.836476251571266,Light Usage
2023-07-04 08:45:00,16.82429952378076,Light Usage
2023-07-04 09:00:00,65.17790056212944,High Usage
2023-07-04 09:15:00,60.058434658582684,High Usage
2023-07-04 09:30:00,78.73025651195319,Very High Usage
2023-07-04 09:45:00,72.56831167517657,High Usage
2023-07-04 10:00:00,70.21856775693364,High Usage
2023-07-04 10:15:00,69.03325912849255,High Usage
2023-07-04 10:30:00,85.20631121446758,Very High Usage
2023-07-04 10:45:00,71.36598408385233,High Usage
2023-07-04 11:00:00,87.35259153002643,Very High Usage
2023-07-04 11:15:00,71.26017073987855,High Usage
2023-07-04 11:30:00,70.90137585432414,High Usage
2023-07-04 11:45:00,68.95717313052029,High Usage
2023-07-04 12:00:00,67.57613210136273,High Usage
2023-07-04 12:15:00,58.817524514570934,High Usage
2023-07-04 12:30:00,77.93311819947115,Very High Usage
2023-07-04 12:45:00,83.1244296192984,Very High Usage
2023-07-04 13:00:00,60.05498510110469,High Usage
2023-07-04 13:15:00,71.93218531469718,High Usage
2023-07-04 13:30:00,79.8110775495113,Very High Usage
2023-07-04 13:45:00,73.18555532121415,High Usage
2023-07-04 14:00:00,68.21044745425603,High Usage
2023-07-04 14:15:00,74.29838105274578,High Usage
2023-07-04 14:30:00,70.28536069041076,High Usage
2023-07-04 14:45:00,81.18979532308913,Very High Usage
2023-07-04 15:00:00,68.06383323291773,High Usage
2023-07-04 15:15:00,77.21033203546767,Very High Usage
2023-07-04 15:30:00,78.46737702894688,Very High Usage
2023-07-04 15:45:00,56.57894446480549,High Usage
2023-07-04 16:00:00,91.36364483004019,Very High Usage
2023-07-04 16:15:00,67.6547968834465,High Usage
2023-07-04 16:30:00,62.66899808537158,High Usage
2023-07-04 16:45:00,80.04508207027106,Very High Usage
2023-07-04 17:00:00,43.51881294906199,Light Usage
2023-07-04 17:15:00,38.63332653606799,Light Usage
2023-07-04 17:30:00,35.15011977667298,Light Usage
2023-07-04 17:45:00,38.399674087831244,Light Usage
2023-07-04 18:00:00,51.302622906899906,High Usage
2023-07-04 18:15:00,40.48998820777331,Light Usage
2023-07-04 18:30:00,52.96676187117286,High Usage
2023-07-04 18:45:00,42.8011300067597,Light Usage
2023-07-04 19:00:00,42.72077984091124,Light Usage
2023-07-04 19:15:00,39.72333853834697,Light Usage
2023-07-04 19:30:00,42.73687224131396,Light Usage
2023-07-04 19:45:00,32.491668379073104,Light Usage
2023-07-04 20:00:00,49.805494279291224,Light Usage
2023-07-04 20:15:00,19.10075721629179,Light Usage
2023-07-04 20:30:00,31.03193122462337,Light Usage
2023-07-04 20:45:00,32.090693762441475,Light Usage
2023-07-04 21:00:00,25.04496253433467,Light Usage
2023-07-04 21:15:00,41.81073837130857,Light Usage
2023-07-04 21:30:00,29.169940790755966,Light Usage
2023-07-04 21:45:00,27.85028292416999,Light Usage
2023-07-04 22:00:00,19.52272876609426,Light Usage
2023-07-04 22:15:00,17.29204538250052,Light Usage
2023-07-04 22:30:00,12.852297983295308,Light Usage
2023-07-04 22:45:00,22.37183789658353,Light Usage
2023-07-04 23:00:00,6.173901242444012,Idle
2023-07-04 23:15:00,5.430252989721929,Idle
2023-07-04 23:30:00,4.081818838128788,Idle
2023-07-04 23:45:00,4.732526257618074,Idle
2023-07-05 00:00:00,6.377115788690879,Idle
2023-07-05 00:15:00,3.3761650027805485,Idle
2023-07-05 00:30:00,6.840715633517089,Idle
2023-07-05 00:45:00,3.366071214342514,Idle
2023-07-05 01:00:00,6.143634114041239,Idle
2023-07-05 01:15:00,5.521134096867698,Idle
2023-07-05 01:30:00,7.181137057869318,Idle
2023-07-05 01:45:00,10.090728043912533,Light Usage
2023-07-05 02:00:00,5.107186340713637,Idle
2023-07-05 02:15:00,0.0,Idle
2023-07-05 02:30:00,6.720773136438037,Idle
2023-07-05 02:45:00,2.0120614181714656,Idle
2023-07-05 03:00:00,4.49579224648936,Idle
2023-07-05 03:15:00,2.7367639744561854,Idle
2023-07-05 03:30:00,5.164461449675088,Idle
2023-07-05 03:45:00,3.669811635035746,Idle
2023-07-05 04:00:00,4.242286983208664,Idle
2023-07-05 04:15:00,4.778280758535824,Idle
2023-07-05 04:30:00,8.964551609949151,Idle
2023-07-05 04:45:00,5.059609684261592,Idle
2023-07-05 05:00:00,0.3856410692922543,Idle
2023-07-05 05:15:00,7.995492885570709,Idle
2023-07-05 05:30:00,9.393721190062866,Idle
2023-07-05 05:45:00,3.4572883536471717,Idle
2023-07-05 06:00:00,6.831488202225692,Idle
2023-07-05 06:15:00,4.949912940853995,Idle
2023-07-05 06:30:00,5.0771706465243085,Idle
2023-07-05 06:45:00,2.9931751926496544,Idle
2023-07-05 07:00:00,6.306286668958354,Idle
2023-07-05 07:15:00,4.356894549436711,Idle
2023-07-05 07:30:00,6.693155174645182,Idle
2023-07-05 07:45:00,3.869449202757691,Idle
2023-07-05 08:00:00,16.68255348701408,Light Usage
2023-07-05 08:15:00,21.851039986436376,Light Usage
2023-07-05 08:30:00,22.70118917393601,Light Usage
2023-07-05 08:45:00,22.47583536746317,Light Usage
2023-07-05 09:00:00,64.20919199995828,High Usage
2023-07-05 09:15:00,76.27855231982953,Very High Usage
2023-07-05 09:30:00,89.53209351576679,Very High Usage
2023-07-05 09:45:00,64.58107790057862,High Usage
2023-07-05 10:00:00,63.20471306474336,High Usage
2023-07-05 10:15:00,66.12895122021963,High Usage
2023-07-05 10:30:00,81.0080596302759,Very High Usage
2023-07-05 10:45:00,75.83164193798798,Very High Usage
2023-07-05 11:00:00,79.04047679338798,Very High Usage
2023-07-05 11:15:00,54.94380588005042,High Usage
2023-07-05 11:30:00,69.46385335014816,High Usage
2023-07-05 11:45:00,59.91449323786292,High Usage
2023-07-05 12:00:00,72.81511545123571,High Usage
2023-07-05 12:15:00,54.36152998182351,High Usage
2023-07-05 12:30:00,57.88953157762821,High Usage
2023-07-05 12:45:00,76.1972078473825,Very High Usage
2023-07-05 13:00:00,66.25926586890589,High Usage
2023-07-05 13:15:00,79.47734533755593,Very High Usage
2023-07-05 13:30:00,67.25226688279179,High Usage
2023-07-05 13:45:00,68.76582957457713,High Usage
2023-07-05 14:00:00,79.27167353837359,Very High Usage
2023-07-05 14:15:00,78.48711529172172,Very High Usage
2023-07-05 14:30:00,60.3158066723509,High Usage
2023-07-05 14:45:00,62.52665452056185,High Usage
2023-07-05 15:00:00,76.93950517756946,Very High Usage
2023-07-05 15:15:00,82.0833883561521,Very High Usage
2023-07-05 15:30:00,51.09335296197232,High Usage
2023-07-05 15:45:00,72.67461898080309,High Usage
2023-07-05 16:00:00,63.11370612364577,High Usage
2023-07-05 16:15:00,63.794724577010726,High Usage
2023-07-05 16:30:00,63.565979843072746,High Usage
2023-07-05 16:45:00,63.4894614713743,High Usage
2023-07-05 17:00:00,21.10579139699122,Light Usage
2023-07-05 17:15:00,41.33728038106055,Light Usage
2023-07-05 17:30:00,44.24638352184546,Light Usage
2023-07-05 17:45:00,37.44570574234234,Light Usage
2023-07-05 18:00:00,50.412834395189165,High Usage
2023-07-05 18:15:00,33.73010309720255,Light Usage
2023-07-05 18:30:00,43.54285332295343,Light Usage
2023-07-05 18:45:00,30.189675136145357,Light Usage
2023-07-05 19:00:00,49.14012264472561,Light Usage
2023-07-05 19:15:00,45.932368634757395,Light Usage
2023-07-05 19:30:00,15.15094706307218,Light Usage
2023-07-05 19:45:00,40.9712145363719,Light Usage
2023-07-05 20:00:00,44.98084588026879,Light Usage
2023-07-05 20:15:00,51.575856456968694,High Usage
2023-07-05 20:30:00,31.86140916829826,Light Usage
2023-07-05 20:45:00,43.27167564992275,Light Usage
2023-07-05 21:00:00,44.07208933792111,Light Usage
2023-07-05 21:15:00,23.14040746963495,Light Usage
2023-07-05 21:30:00,47.359428824274026,Light Usage
2023-07-05 21:45:00,51.80431613489936,High Usage
2023-07-05 22:00:00,22.937606013256442,Light Usage
2023-07-05 22:15:00,23.43457898464536,Light Usage
2023-07-05 22:30:00,29.49692147564969,Light Usage
2023-07-05 22:45:00,23.337989511476806,Light Usage
2023-07-05 23:00:00,6.877953692585097,Idle
2023-07-05 23:15:00,7.449158473698972,Idle
2023-07-05 23:30:00,10.289509548968606,Light Usage
2023-07-05 23:45:00,0.9622922773004019,Idle
2023-07-06 00:00:00,10.10115522510482,Light Usage
2023-07-06 00:15:00,6.423622342997098,Idle
2023-07-06 00:30:00,4.925711490087275,Idle
2023-07-06 00:45:00,2.7966823844819784,Idle
2023-07-06 01:00:00,3.655144969640962,Idle
2023-07-06 01:15:00,1.5811199361770911,Idle
2023-07-06 01:30:00,11.6799553186334,Light Usage
2023-07-06 01:45:00,6.149710366479384,Idle
2023-07-06 02:00:00,4.761693833066572,Idle
2023-07-06 02:15:00,2.2792311444878566,Idle
2023-07-06 02:30:00,7.088884947740605,Idle
2023-07-06 02:45:00,1.9848938768868556,Idle
2023-07-06 03:00:00,5.432000673517729,Idle
2023-07-06 03:15:00,5.484424262341971,Idle
2023-07-06 03:30:00,3.97627150067763,Idle
2023-07-06 03:45:00,1.6869941186627022,Idle
2023-07-06 04:00:00,6.260986473781358,Idle
2023-07-06 04:15:00,2.758716482685003,Idle
2023-07-06 04:30:00,3.6382701836289804,Idle
2023-07-06 04:45:00,6.9280827338780355,Idle
2023-07-06 05:00:00,3.15540023719218,Idle
2023-07-06 05:15:00,5.473439054326066,Idle
2023-07-06 05:30:00,6.682179104396812,Idle
2023-07-06 05:45:00,6.2210188555249175,Idle
2023-07-06 06:00:00,2.950099337382301,Idle
2023-07-06 06:15:00,7.561547395004889,Idle
2023-07-06 06:30:00,6.973211210054501,Idle
2023-07-06 06:45:00,7.969428518104523,Idle
2023-07-06 07:00:00,1.6558390609070832,Idle
2023-07-06 07:15:00,4.404621768179142,Idle
2023-07-06 07:30:00,7.211997147092815,Idle
2023-07-06 07:45:00,5.695482672134237,Idle
2023-07-06 08:00:00,18.1648100170942,Light Usage
2023-07-06 08:15:00,26.795005391320586,Light Usage
2023-07-06 08:30:00,25.647655845795214,Light Usage
2023-07-06 08:45:00,18.50569061653725,Light Usage
2023-07-06 09:00:00,77.88264431352384,Very High Usage
2023-07-06 09:15:00,82.99603945417644,Very High Usage
2023-07-06 09:30:00,68.35836904854416,High Usage
2023-07-06 09:45:00,61.610867890127246,High Usage
2023-07-06 10:00:00,66.70244365648101,High Usage
2023-07-06 10:15:00,63.86859093114152,High Usage
2023-07-06 10:30:00,89.89406744429519,Very High Usage
2023-07-06 10:45:00,81.57428174029558,Very High Usage
2023-07-06 11:00:00,66.53817754557309,High Usage
2023-07-06 11:15:00,68.91112836121744,High Usage
2023-07-06 11:30:00,65.76019730290578,High Usage
2023-07-06 11:45:00,59.15175666959885,High Usage
2023-07-06 12:00:00,68.47732992451071,High Usage
2023-07-06 12:15:00,72.15253235886192,High Usage
2023-07-06 12:30:00,72.86581561313884,High Usage
2023-07-06 12:45:00,58.59661886015168,High Usage
